worker_age,employment_attrition_flag,travel_frequency,compensation_daily_rate,org_department,worker_commute_distance,education_level_code,education_field,worker_id,survey_environment_satisfaction,worker_gender,compensation_hourly_rate,survey_job_involvement,org_job_level,org_job_role,survey_job_satisfaction,worker_marital_status,compensation_monthly_salary,compensation_monthly_rate,career_companies_worked_count,work_overtime_flag,compensation_salary_hike_pct,performance_rating_code,survey_relationship_satisfaction,compensation_stock_option_level,career_total_years,training_sessions_last_year,survey_work_life_balance,tenure_total_years,tenure_current_role_years,tenure_years_since_promotion,tenure_years_with_manager,worker_status
51,0,RARE,1169,Research & Development,7,4,Medical,211,2,M,34,2,2,Manufacturing Director,3,Married,6132,13983,2,0,17,3,3,0,10,2,3,1,0,0,0,Active
58,0,RARE,1145,Research & Development,9,3,Medical,214,2,F,75,2,1,Research Scientist,2,Married,3346,11873,4,1,20,4,2,1,9,3,2,1,0,0,0,Active
40,0,RARE,630,Sales,4,4,Marketing,215,3,M,67,2,3,Sales Executive,4,Married,10855,8552,7,0,11,3,1,1,15,2,2,12,11,2,11,Active
34,0,FREQ,303,Sales,2,4,Marketing,216,3,F,75,3,1,Sales Representative,3,Married,2231,11314,6,0,18,3,4,1,6,3,3,4,3,1,2,Active
22,0,RARE,1256,Research & Development,19,1,Medical,217,3,M,80,3,1,Research Scientist,4,Married,2323,11992,1,0,24,4,1,2,2,6,3,2,2,2,2,Active
27,0,NONE,691,Research & Development,9,3,Medical,218,4,M,57,3,1,Research Scientist,2,Divorced,2024,5970,6,0,18,3,4,1,6,1,1,2,2,2,2,Active
28,0,RARE,440,Research & Development,21,3,Medical,221,3,M,42,3,1,Research Scientist,4,Married,2713,6672,1,0,11,3,3,1,5,2,1,5,2,0,2,Active
57,0,RARE,334,Research & Development,24,2,Life Sciences,223,3,M,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,1,16,3,2,1,12,2,1,5,3,1,4,Active
27,0,NONE,1450,Research & Development,3,3,Medical,224,3,M,79,2,1,Research Scientist,3,Divorced,2566,25326,1,1,15,3,4,1,1,2,2,1,1,0,1,Active
50,0,RARE,1452,Research & Development,11,3,Life Sciences,226,3,F,53,3,5,Manager,2,Single,19926,17053,3,0,15,3,2,0,21,5,3,5,4,4,4,Active
41,0,RARE,465,Research & Development,14,3,Life Sciences,227,1,M,56,3,1,Research Scientist,3,Divorced,2451,4609,4,0,12,3,1,1,13,2,3,9,8,1,8,Active
30,0,RARE,1339,Sales,5,3,Life Sciences,228,2,F,41,3,3,Sales Executive,4,Married,9419,8053,2,0,12,3,3,1,12,2,3,10,9,7,4,Active
38,0,RARE,702,Sales,1,4,Life Sciences,230,1,F,59,2,2,Sales Executive,4,Single,8686,12930,4,0,22,4,3,0,12,2,4,8,3,0,7,Active
32,0,RARE,120,Research & Development,6,5,Life Sciences,231,3,M,43,3,1,Research Scientist,3,Single,3038,12430,3,0,20,4,1,0,8,2,3,5,4,1,4,Active
27,0,RARE,1157,Research & Development,17,3,Technical Degree,233,3,M,51,3,1,Research Scientist,2,Married,3058,13364,0,1,16,3,4,1,6,3,2,5,2,1,1,Active
19,1,FREQ,602,Sales,1,1,Technical Degree,235,3,F,100,1,1,Sales Representative,1,Single,2325,20989,0,0,21,4,1,0,1,5,4,0,0,0,0,Terminated
36,0,FREQ,1480,Research & Development,3,2,Medical,238,4,M,30,3,1,Laboratory Technician,2,Single,2088,15062,4,0,12,3,3,0,13,3,2,8,7,7,2,Active
30,0,NONE,111,Research & Development,9,3,Medical,239,3,M,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,0,11,3,3,2,12,4,3,12,9,6,10,Active
45,0,RARE,1268,Sales,4,2,Life Sciences,240,3,F,30,3,2,Sales Executive,1,Divorced,5006,6319,4,1,11,3,1,1,9,3,4,5,4,0,3,Active
56,0,RARE,713,Research & Development,8,3,Life Sciences,241,3,F,67,3,1,Research Scientist,1,Divorced,4257,13939,4,1,18,3,3,1,19,3,3,2,2,2,2,Active
33,0,RARE,134,Research & Development,2,3,Life Sciences,242,3,M,90,3,1,Research Scientist,4,Single,2500,10515,0,0,14,3,1,0,4,2,4,3,1,0,2,Active
19,1,RARE,303,Research & Development,2,3,Life Sciences,243,2,M,47,2,1,Laboratory Technician,4,Single,1102,9241,1,0,22,4,3,0,1,3,2,1,0,1,0,Terminated
46,0,RARE,526,Sales,1,2,Marketing,244,2,F,92,3,3,Sales Executive,1,Divorced,10453,2137,1,0,25,4,3,3,24,2,3,24,13,15,7,Active
38,0,RARE,1380,Research & Development,9,2,Life Sciences,245,3,F,75,3,1,Laboratory Technician,4,Single,2288,6319,1,0,12,3,3,0,2,3,3,2,2,2,1,Active
31,0,RARE,140,Research & Development,12,1,Medical,246,3,F,95,3,1,Research Scientist,4,Married,3929,6984,8,1,23,4,3,1,7,0,3,4,2,0,2,Active
34,0,RARE,629,Research & Development,27,2,Medical,247,4,F,95,3,1,Research Scientist,2,Single,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2,Active
41,1,RARE,1356,Sales,20,2,Marketing,248,2,F,70,3,1,Sales Representative,2,Single,3140,21728,1,1,22,4,4,0,4,5,2,4,3,0,2,Terminated
50,0,RARE,328,Research & Development,1,3,Medical,249,3,M,86,2,1,Laboratory Technician,3,Married,3690,3425,2,0,15,3,4,1,5,2,2,3,2,0,2,Active
53,0,RARE,1084,Research & Development,13,2,Medical,250,4,F,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,0,11,3,3,2,5,3,3,4,2,1,3,Active
33,0,RARE,931,Research & Development,14,3,Medical,252,4,F,72,3,1,Research Scientist,2,Married,2756,4673,1,0,13,3,4,1,8,5,3,8,7,1,6,Active
40,0,RARE,989,Research & Development,4,1,Medical,253,4,F,46,3,5,Manager,3,Married,19033,6499,1,0,14,3,2,1,21,2,3,20,8,9,9,Active
55,0,RARE,692,Research & Development,14,4,Medical,254,3,M,61,4,5,Research Director,2,Single,18722,13339,8,0,11,3,4,0,36,3,3,24,15,2,15,Active
34,0,FREQ,1069,Research & Development,2,1,Life Sciences,256,4,M,45,2,2,Manufacturing Director,3,Married,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9,Active
51,0,RARE,313,Research & Development,3,3,Medical,258,4,F,98,3,4,Healthcare Representative,2,Single,13734,7192,3,0,18,3,3,0,21,6,3,7,7,1,0,Active
52,0,RARE,699,Research & Development,1,4,Life Sciences,259,3,M,65,2,5,Manager,3,Married,19999,5678,0,0,14,3,1,1,34,5,3,33,18,11,9,Active
27,0,RARE,894,Research & Development,9,3,Medical,260,4,F,99,3,1,Research Scientist,2,Single,2279,11781,1,0,16,3,4,0,7,2,2,7,7,0,3,Active
35,1,RARE,556,Research & Development,23,2,Life Sciences,261,2,M,50,2,2,Manufacturing Director,3,Married,5916,15497,3,1,13,3,1,0,8,1,3,1,0,0,1,Terminated
43,0,NONE,1344,Research & Development,7,3,Medical,262,4,M,37,4,1,Research Scientist,4,Divorced,2089,5228,4,0,14,3,4,3,7,3,4,5,4,2,2,Active
45,0,NONE,1195,Research & Development,2,2,Medical,264,1,M,65,2,4,Manager,4,Married,16792,20462,9,0,23,4,4,1,22,1,3,20,8,11,8,Active
37,0,RARE,290,Research & Development,21,3,Life Sciences,267,2,M,65,4,1,Research Scientist,1,Married,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7,Active
35,0,FREQ,138,Research & Development,2,3,Medical,269,2,F,37,3,2,Laboratory Technician,2,Single,4425,15986,5,0,11,3,4,0,10,5,3,6,2,1,2,Active
42,0,NONE,926,Research & Development,21,2,Medical,270,3,F,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,0,16,3,2,1,11,5,3,5,3,0,2,Active
38,0,RARE,1261,Research & Development,2,4,Life Sciences,271,4,M,88,3,2,Manufacturing Director,3,Married,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0,Active
38,0,RARE,1084,Research & Development,29,3,Technical Degree,273,4,M,54,3,2,Manufacturing Director,4,Married,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7,Active
27,0,FREQ,472,Research & Development,1,1,Technical Degree,274,3,M,60,2,2,Manufacturing Director,1,Married,4298,9679,5,0,19,3,3,1,6,1,3,2,2,2,0,Active
49,0,NONE,1002,Research & Development,18,4,Life Sciences,275,4,M,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1,1,15,3,1,2,7,0,3,7,7,1,7,Active
34,0,FREQ,878,Research & Development,10,4,Medical,277,4,M,43,3,1,Research Scientist,3,Divorced,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0,Active
40,0,RARE,905,Research & Development,19,2,Medical,281,3,M,99,3,2,Laboratory Technician,4,Married,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7,Active
38,1,RARE,1180,Research & Development,29,1,Medical,282,2,M,70,3,2,Healthcare Representative,1,Married,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,Terminated
29,1,RARE,121,Sales,27,3,Marketing,283,2,F,35,3,3,Sales Executive,4,Married,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9,Terminated
22,0,RARE,1136,Research & Development,5,3,Life Sciences,284,4,M,60,4,1,Research Scientist,2,Divorced,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2,Active
36,0,FREQ,635,Research & Development,18,1,Medical,286,2,F,73,3,1,Laboratory Technician,4,Single,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7,Active
40,0,NONE,1151,Research & Development,9,5,Life Sciences,287,4,M,63,2,2,Healthcare Representative,4,Married,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2,Active
46,0,RARE,644,Research & Development,1,4,Medical,288,4,M,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,Active
32,1,RARE,1045,Sales,4,4,Medical,291,4,M,32,1,3,Sales Executive,4,Married,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8,Terminated
30,0,NONE,829,Research & Development,1,1,Life Sciences,292,3,M,88,2,3,Manufacturing Director,3,Single,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8,Active
27,0,FREQ,1242,Sales,20,3,Life Sciences,293,4,F,90,3,2,Sales Executive,3,Single,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,Active
51,0,RARE,1469,Research & Development,8,4,Life Sciences,296,2,M,81,2,3,Research Director,2,Married,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7,Active
30,1,RARE,1005,Research & Development,3,3,Technical Degree,297,4,F,88,3,1,Research Scientist,1,Single,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4,Terminated
41,0,RARE,896,Sales,6,3,Life Sciences,298,4,F,75,3,3,Manager,4,Single,13591,14674,3,1,18,3,3,0,16,3,3,1,0,0,0,Active
30,1,FREQ,334,Sales,26,4,Marketing,299,3,F,52,2,2,Sales Executive,1,Single,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1,Terminated
29,1,RARE,992,Research & Development,1,3,Technical Degree,300,3,M,85,3,1,Research Scientist,3,Single,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5,Terminated
45,0,NONE,1052,Sales,6,3,Medical,302,4,F,57,2,3,Sales Executive,4,Single,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8,Active
54,0,RARE,1147,Sales,3,3,Marketing,303,4,F,52,3,2,Sales Executive,1,Married,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5,Active
36,0,RARE,1396,Research & Development,5,2,Life Sciences,304,4,M,62,3,2,Laboratory Technician,2,Single,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7,Active
33,0,RARE,147,Research & Development,4,4,Medical,305,3,F,47,2,1,Research Scientist,2,Married,2622,13248,6,0,21,4,4,0,7,3,3,3,2,1,1,Active
37,0,FREQ,663,Research & Development,11,3,Other,306,2,M,47,3,3,Research Director,4,Divorced,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7,Active
38,0,RARE,119,Sales,3,3,Life Sciences,307,1,M,76,3,3,Sales Executive,3,Divorced,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13,Active
31,0,NONE,979,Research & Development,1,4,Medical,308,3,M,90,1,2,Manufacturing Director,3,Married,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4,Active
59,0,RARE,142,Research & Development,3,3,Life Sciences,309,3,M,70,2,1,Research Scientist,4,Married,2177,8456,3,0,17,3,1,1,7,6,3,1,0,0,0,Active
37,0,FREQ,319,Sales,4,4,Marketing,311,1,M,41,3,1,Sales Representative,4,Divorced,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8,Active
29,0,FREQ,1413,Sales,1,1,Medical,312,2,F,42,3,3,Sales Executive,4,Married,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,Active
35,0,FREQ,944,Sales,1,3,Marketing,314,3,F,92,3,3,Sales Executive,3,Single,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,Active
29,1,RARE,896,Research & Development,18,1,Medical,315,3,M,86,2,1,Research Scientist,4,Single,2389,14961,1,1,13,3,3,0,4,3,2,4,3,0,1,Terminated
52,0,RARE,1323,Research & Development,2,3,Life Sciences,316,3,F,89,2,1,Laboratory Technician,4,Single,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2,Active
42,0,RARE,532,Research & Development,4,2,Technical Degree,319,3,M,58,3,5,Manager,4,Married,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15,Active
59,0,RARE,818,Human Resources,6,2,Medical,321,2,M,52,3,1,Human Resources,3,Married,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,Active
50,0,RARE,854,Sales,1,4,Medical,323,4,F,68,3,5,Manager,4,Divorced,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6,Active
33,1,RARE,813,Research & Development,14,3,Medical,325,3,M,58,3,1,Laboratory Technician,4,Married,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4,Terminated
43,0,RARE,1034,Sales,16,3,Marketing,327,4,F,80,3,4,Manager,4,Married,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9,Active
33,1,RARE,465,Research & Development,2,2,Life Sciences,328,1,F,39,3,1,Laboratory Technician,1,Married,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7,Terminated
52,0,NONE,771,Sales,2,4,Life Sciences,329,1,M,79,2,5,Manager,3,Single,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12,Active
32,0,RARE,1401,Sales,4,2,Life Sciences,330,3,F,56,3,1,Sales Representative,2,Married,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2,Active
32,1,RARE,515,Research & Development,1,3,Life Sciences,331,4,M,62,2,1,Laboratory Technician,3,Single,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2,Terminated
39,0,RARE,1431,Research & Development,1,4,Medical,332,3,F,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2,Active
32,0,NONE,976,Sales,26,4,Marketing,333,3,M,100,3,2,Sales Executive,4,Married,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2,Active
41,0,RARE,1411,Research & Development,19,2,Life Sciences,334,3,M,36,3,2,Research Scientist,1,Divorced,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0,Active
40,0,RARE,1300,Research & Development,24,2,Technical Degree,335,1,M,62,3,2,Research Scientist,4,Divorced,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7,Active
45,0,RARE,252,Research & Development,1,3,Other,336,3,M,70,4,5,Manager,4,Married,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7,Active
31,0,FREQ,1327,Research & Development,3,4,Medical,337,2,M,73,3,3,Research Director,3,Divorced,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2,Active
33,0,RARE,832,Research & Development,5,4,Life Sciences,338,3,F,63,2,1,Research Scientist,4,Married,2911,14776,1,0,13,3,3,1,2,2,2,2,2,0,2,Active
34,0,RARE,470,Research & Development,2,4,Life Sciences,339,4,M,84,2,2,Manufacturing Director,1,Married,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9,Active
37,0,RARE,1017,Research & Development,1,2,Medical,340,3,F,83,2,1,Research Scientist,1,Married,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2,Active
45,0,FREQ,1199,Research & Development,7,4,Life Sciences,341,1,M,77,4,2,Manufacturing Director,3,Married,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2,Active
37,1,FREQ,504,Research & Development,10,3,Medical,342,1,M,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0,Terminated
39,0,FREQ,505,Research & Development,2,4,Technical Degree,343,3,F,64,3,3,Healthcare Representative,3,Single,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8,Active
29,0,RARE,665,Research & Development,15,3,Life Sciences,346,3,M,60,3,1,Research Scientist,4,Single,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5,Active
42,0,RARE,916,Research & Development,17,2,Life Sciences,347,4,F,82,4,2,Research Scientist,1,Single,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2,Active
29,0,RARE,1247,Sales,20,2,Marketing,349,4,M,45,3,2,Sales Executive,4,Divorced,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2,Active
25,0,RARE,685,Research & Development,1,3,Life Sciences,350,1,F,62,3,2,Manufacturing Director,3,Married,4898,7505,0,0,12,3,4,2,5,3,3,4,2,1,2,Active
42,0,RARE,269,Research & Development,2,3,Medical,351,4,F,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8,Active
40,0,RARE,1416,Research & Development,2,2,Medical,352,1,M,49,3,5,Research Director,3,Divorced,19436,5949,0,0,19,3,4,1,22,5,3,21,7,3,9,Active
51,0,RARE,833,Research & Development,1,3,Life Sciences,353,3,M,96,3,1,Research Scientist,4,Married,2723,23231,1,0,11,3,2,0,1,0,2,1,0,0,0,Active
31,1,FREQ,307,Research & Development,29,2,Medical,355,3,M,71,2,1,Laboratory Technician,2,Single,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4,Terminated
32,0,FREQ,1311,Research & Development,7,3,Life Sciences,359,2,M,100,4,1,Laboratory Technician,2,Married,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3,Active
38,0,NONE,1327,Sales,2,2,Life Sciences,361,4,M,39,2,2,Sales Executive,4,Married,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5,Active
32,0,RARE,128,Research & Development,2,1,Technical Degree,362,4,M,84,2,2,Laboratory Technician,1,Single,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4,Active
46,0,RARE,488,Sales,2,3,Technical Degree,363,3,F,75,1,4,Manager,2,Married,16872,14977,3,1,12,3,2,1,28,2,2,7,7,7,7,Active
28,1,RARE,529,Research & Development,2,4,Life Sciences,364,1,M,79,3,1,Laboratory Technician,3,Single,3485,14935,2,0,11,3,3,0,5,5,1,0,0,0,0,Terminated
29,0,RARE,1210,Sales,2,3,Medical,366,1,M,78,2,2,Sales Executive,2,Married,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,Active
31,0,RARE,1463,Research & Development,23,3,Medical,367,2,M,64,2,2,Healthcare Representative,4,Married,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8,Active
25,0,NONE,675,Research & Development,5,2,Life Sciences,369,2,M,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5,Active
45,0,RARE,1385,Research & Development,20,2,Medical,372,3,M,79,3,4,Healthcare Representative,4,Married,13496,7501,0,1,14,3,2,0,21,2,3,20,7,4,10,Active
36,0,RARE,1403,Research & Development,6,3,Life Sciences,373,4,M,47,3,1,Laboratory Technician,4,Married,3210,20251,0,0,11,3,3,1,16,4,3,15,13,10,11,Active
55,0,RARE,452,Research & Development,1,3,Medical,374,4,M,81,3,5,Manager,1,Single,19045,18938,0,1,14,3,3,0,37,2,3,36,10,4,13,Active
47,1,NONE,666,Research & Development,29,4,Life Sciences,376,1,M,88,3,3,Manager,2,Married,11849,10268,1,1,12,3,4,1,10,2,2,10,7,9,9,Terminated
28,0,RARE,1158,Research & Development,9,3,Medical,377,4,M,94,3,1,Research Scientist,4,Married,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4,Active
37,0,RARE,228,Sales,6,4,Medical,378,3,M,98,3,2,Sales Executive,4,Married,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1,Active
21,0,RARE,996,Research & Development,3,2,Medical,379,4,M,100,2,1,Research Scientist,3,Single,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0,Active
37,0,NONE,728,Research & Development,1,4,Medical,380,1,F,80,3,3,Research Director,4,Divorced,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,Active
35,0,RARE,1315,Research & Development,22,3,Life Sciences,381,2,F,71,4,3,Manager,2,Divorced,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2,Active
38,0,RARE,322,Sales,7,2,Medical,382,1,F,44,4,2,Sales Executive,1,Divorced,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7,Active
26,0,FREQ,1479,Research & Development,1,3,Life Sciences,384,3,F,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1,0,20,4,1,1,6,6,1,6,5,1,4,Active
50,0,RARE,797,Research & Development,4,1,Life Sciences,385,1,M,96,3,5,Research Director,2,Divorced,19144,15815,3,0,14,3,1,2,28,4,2,10,4,1,6,Active
53,0,RARE,1070,Research & Development,3,4,Medical,386,3,M,45,3,4,Research Director,3,Married,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3,Active
42,0,RARE,635,Sales,1,1,Life Sciences,387,2,M,99,3,2,Sales Executive,3,Married,4907,24532,1,0,25,4,3,0,20,3,3,20,16,11,6,Active
29,0,FREQ,442,Sales,2,2,Life Sciences,388,2,M,44,3,2,Sales Executive,4,Single,4554,20260,1,0,18,3,1,0,10,3,2,10,7,0,9,Active
55,0,RARE,147,Research & Development,20,2,Technical Degree,389,2,M,37,3,2,Laboratory Technician,4,Married,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8,Active
26,0,FREQ,496,Research & Development,11,2,Medical,390,1,M,60,3,2,Healthcare Representative,1,Married,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3,Active
37,0,RARE,1372,Research & Development,1,3,Life Sciences,391,4,F,42,3,1,Research Scientist,4,Single,2115,15881,1,0,12,3,2,0,17,3,3,17,12,5,7,Active
44,1,FREQ,920,Research & Development,24,3,Life Sciences,392,4,M,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,1,22,4,4,1,19,0,1,1,0,0,0,Terminated
38,0,RARE,688,Research & Development,23,4,Life Sciences,393,4,M,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,0,14,3,2,1,10,2,3,2,2,1,2,Active
26,1,RARE,1449,Research & Development,16,4,Medical,394,1,M,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2,Terminated
28,0,RARE,1117,Research & Development,8,2,Life Sciences,395,4,F,66,3,1,Research Scientist,4,Single,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2,Active
49,0,FREQ,636,Research & Development,10,4,Life Sciences,396,3,F,35,3,5,Research Director,1,Single,18665,25594,9,1,11,3,4,0,22,4,3,3,2,1,2,Active
36,0,RARE,506,Research & Development,3,3,Technical Degree,397,3,M,30,3,2,Research Scientist,2,Single,4485,26285,4,0,12,3,4,0,10,2,3,8,0,7,7,Active
31,0,FREQ,444,Sales,5,3,Marketing,399,4,F,84,3,1,Sales Representative,2,Divorced,2789,3909,1,0,11,3,3,1,2,5,2,2,2,2,2,Active
26,1,RARE,950,Sales,4,4,Marketing,401,4,M,48,2,2,Sales Executive,4,Single,5828,8450,1,1,12,3,2,0,8,0,3,8,7,7,4,Terminated
37,0,FREQ,889,Research & Development,9,3,Medical,403,2,M,53,3,1,Research Scientist,4,Married,2326,11411,1,1,12,3,3,3,4,3,2,4,2,1,2,Active
42,0,FREQ,555,Sales,26,3,Marketing,404,3,F,77,3,4,Sales Executive,2,Married,13525,14864,5,0,14,3,4,1,23,2,4,20,4,4,8,Active
18,1,RARE,230,Research & Development,3,3,Life Sciences,405,3,M,54,3,1,Laboratory Technician,3,Single,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,Terminated
35,0,RARE,1232,Sales,16,3,Marketing,406,3,M,96,3,3,Sales Executive,2,Married,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9,Active
36,0,FREQ,566,Research & Development,18,4,Life Sciences,407,3,M,81,4,1,Laboratory Technician,4,Married,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,Active
51,0,RARE,1302,Research & Development,2,3,Medical,408,4,M,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2,Active
41,0,RARE,334,Sales,2,4,Life Sciences,410,4,M,88,3,4,Manager,2,Single,16015,15896,1,0,19,3,2,0,22,2,3,22,10,0,4,Active
18,0,RARE,812,Sales,10,3,Medical,411,4,F,69,2,1,Sales Representative,3,Single,1200,9724,1,0,12,3,1,0,0,2,3,0,0,0,0,Active
28,0,RARE,1476,Research & Development,16,2,Medical,412,2,M,68,4,2,Healthcare Representative,1,Single,5661,4824,0,0,19,3,3,0,9,2,3,8,3,0,7,Active
31,0,RARE,218,Sales,7,3,Technical Degree,416,2,M,100,4,2,Sales Executive,4,Married,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7,Active
39,0,RARE,1132,Research & Development,1,3,Medical,417,3,M,48,4,3,Healthcare Representative,4,Divorced,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7,Active
36,0,NONE,1105,Research & Development,24,4,Life Sciences,419,2,F,47,3,2,Laboratory Technician,2,Married,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8,Active
32,0,RARE,906,Sales,7,3,Life Sciences,420,4,M,91,2,2,Sales Executive,3,Married,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,Active
38,0,RARE,849,Research & Development,25,2,Life Sciences,421,1,F,81,2,3,Research Director,2,Married,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,Active
58,0,NONE,390,Research & Development,1,4,Life Sciences,422,4,M,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,1,13,3,4,1,12,2,3,5,3,1,2,Active
31,0,RARE,691,Research & Development,5,4,Technical Degree,423,3,M,86,3,1,Research Scientist,4,Married,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3,Active
31,0,RARE,106,Human Resources,2,3,Human Resources,424,1,M,62,2,2,Human Resources,1,Married,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0,Active
45,0,FREQ,1249,Research & Development,7,3,Life Sciences,425,1,M,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,Active
31,0,RARE,192,Research & Development,2,4,Life Sciences,426,3,M,32,3,1,Research Scientist,4,Divorced,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,Active
33,0,FREQ,553,Research & Development,5,4,Life Sciences,428,4,F,74,3,3,Manager,2,Married,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8,Active
39,0,RARE,117,Research & Development,10,1,Medical,429,3,M,99,3,4,Manager,1,Married,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,Active
